user_id	user_first_touch_timestamp	email
UA000000105617733	1593284010829216	""
UA000000105617751	1593284013318019	""
UA000000105617753	1593284013668455	""
UA000000105617759	1593284014805259	""
UA000000105617768	1593284016309623	""
UA000000105617782	1593284018280005	""
UA000000105617784	1593284018442046	""
UA000000105617787	1593284019074016	""
UA000000105617801	1593284020703058	""
UA000000105617803	1593284021068269	""
UA000000105617842	1593284025432151	""
UA000000105617850	1593284026339976	""
UA000000105617858	1593284027649150	""
UA000000105617862	1593284028150150	""
UA000000105617868	1593284029271969	""
UA000000105617869	1593284029341172	""
UA000000105617893	1593284031802610	""
UA000000105617896	1593284032439403	""
UA000000105617901	1593284033227984	""
UA000000105617909	1593284034210254	""
UA000000105617918	1593284035869944	""
UA000000105617934	1593284038512710	""
UA000000105617950	1593284040290707	""
UA000000105617962	1593284041705652	""
UA000000105617975	1593284042831650	""
UA000000105618001	1593284045451649	""
UA000000105618005	1593284045899055	""
UA000000105618013	1593284047120434	""
UA000000105618017	1593284047484894	""
UA000000105618022	1593284047781300	""
UA000000105618039	1593284049591715	""
UA000000105618044	1593284049784684	""
UA000000105618047	1593284050098769	""
UA000000105618052	1593284050597744	""
UA000000105618071	1593284053665187	""
UA000000105618082	1593284055660549	""
UA000000105618127	1593284060935244	""
UA000000105618136	1593284061821604	""
UA000000105618144	1593284063415087	""
UA000000105618174	1593284067980294	""
UA000000105618177	1593284068435614	""
UA000000105618179	1593284068609955	""
UA000000105618182	1593284068800741	""
UA000000105618185	1593284068984448	""
UA000000105618195	1593284070733414	""
UA000000105618197	1593284070925458	""
UA000000105618217	1593284073431272	""
UA000000105618219	1593284073789139	""
UA000000105618220	1593284073932464	ginaanderson2@hotmail.com
UA000000105618227	1593284074760436	""
UA000000105618239	1593284076081673	""
UA000000105618244	1593284076436336	""
UA000000105618251	1593284077468814	""
UA000000105618252	1593284077655584	paul00@kirk.org
UA000000105618260	1593284079772464	""
UA000000105618261	1593284079795864	""
UA000000105618295	1593284083697640	""
UA000000105618300	1593284084983625	""
UA000000105618305	1593284085990577	guzmanjeffrey94@gmail.com
UA000000105618306	1593284086020635	""
UA000000105618313	1593284087866731	""
UA000000105618327	1593284090099395	""
UA000000105618363	1593284093831434	""
UA000000105618372	1593284095383516	""
UA000000105618379	1593284096833429	rebecca13@west.com
UA000000105618405	1593284100491713	kristinalam@smith.com
UA000000105618406	1593284100554712	""
UA000000105618407	1593284100703985	""
UA000000105618410	1593284100896297	""
UA000000105618412	1593284100953361	brownbecky@francis.com
UA000000105618415	1593284101454736	""
UA000000105618418	1593284101582708	""
UA000000105618421	1593284101725567	kristenholmes@wright.com
UA000000105618433	1593284103596557	""
UA000000105618436	1593284104105012	""
UA000000105618445	1593284105337195	jacobwright@santiago.org
UA000000105618451	1593284106355848	""
UA000000105618463	1593284107640785	coreymeyer@hotmail.com
UA000000105618466	1593284108119359	""
UA000000105618468	1593284108450854	gclark@gibbs.com
UA000000105618470	1593284108557989	""
UA000000105618478	1593284109386045	joel35@gmail.com
UA000000105618481	1593284109768131	""
UA000000105618485	1593284110499588	timothy24@reese.com
UA000000105618489	1593284110772357	""
UA000000105618492	1593284111745338	patricia37@hamilton.com
UA000000105618498	1593284112961601	""
UA000000105618521	1593284116543025	""
UA000000105618524	1593284117699324	""
UA000000105618532	1593284118829347	xholmes36@gmail.com
UA000000105618537	1593284119735592	""
UA000000105618541	1593284120324642	""
UA000000105618556	1593284122865497	""
UA000000105618559	1593284123660327	""
UA000000105618560	1593284123665931	andersonamanda@williams-evans.com
UA000000105618567	1593284124215048	""
UA000000105618568	1593284124271502	""
UA000000105618569	1593284124305813	""
UA000000105618575	1593284124705830	""
UA000000105618579	1593284124875254	""
UA000000105618598	1593284127875546	""
UA000000105618600	1593284127910439	""
UA000000105618602	1593284127938470	""
UA000000105618603	1593284128157274	""
UA000000105618607	1593284128513674	""
UA000000105618608	1593284128795396	""
UA000000105618610	1593284129224737	""
UA000000105618611	1593284129226785	""
UA000000105618616	1593284129752106	jessica11@harper-parker.info
UA000000105618624	1593284130511573	""
UA000000105618625	1593284130680103	""
UA000000105618627	1593284130888665	""
UA000000105618629	1593284130954556	""
UA000000105618635	1593284131488691	""
UA000000105618636	1593284131677205	""
UA000000105618645	1593284132713366	""
UA000000105618662	1593284135694616	""
UA000000105618663	1593284135967171	""
UA000000105618664	1593284136110078	""
UA000000105618667	1593284136483665	knovak@carroll-simmons.com
UA000000105618669	1593284136690632	""
UA000000105618676	1593284137362228	garrettoconnor@neal.com
UA000000105618696	1593284139469122	""
UA000000105618699	1593284139746946	""
UA000000105618715	1593284141505398	""
UA000000105618734	1593284143279602	mckenzielauren@gmail.com
UA000000105618737	1593284143717002	""
UA000000105618738	1593284143786943	""
UA000000105618741	1593284144029001	nparks@yahoo.com
UA000000105618755	1593284146444858	""
UA000000105618764	1593284147772017	""
UA000000105618766	1593284148000498	""
UA000000105618771	1593284148669552	""
UA000000105618773	1593284148873704	""
UA000000105618776	1593284149250048	""
UA000000105618781	1593284149615538	""
UA000000105618797	1593284151992888	""
UA000000105618813	1593284154197399	""
UA000000105618824	1593284156014615	""
UA000000105618842	1593284159003878	""
UA000000105618847	1593284159487814	velezjason@allen.com
UA000000105618855	1593284160693821	""
UA000000105618857	1593284160876159	""
UA000000105618860	1593284161406856	""
UA000000105618863	1593284162124246	""
UA000000105618872	1593284162905211	""
UA000000105618877	1593284163480886	""
UA000000105618887	1593284164909640	""
UA000000105618890	1593284165353873	""
UA000000105618895	1593284166305708	jonesallison@adkins.com
UA000000105618908	1593284167890620	sharmon26@hotmail.com
UA000000105618909	1593284167906607	""
UA000000105618915	1593284168853897	""
UA000000105618920	1593284169878059	""
UA000000105618924	1593284170798919	""
UA000000105618926	1593284171404782	""
UA000000105618929	1593284171743269	""
UA000000105618953	1593284174285553	""
UA000000105618954	1593284174389681	""
UA000000105618958	1593284174919644	""
UA000000105618978	1593284177364635	""
UA000000105618985	1593284178603412	""
UA000000105618988	1593284178955666	""
UA000000105618998	1593284179258018	""
UA000000105619010	1593284180130449	tmoore69@yahoo.com
UA000000105619031	1593284182955461	""
UA000000105619036	1593284183950664	owentamara@gmail.com
UA000000105619048	1593284184896590	""
UA000000105619053	1593284185858448	""
UA000000105619060	1593284186390380	""
UA000000105619079	1593284188751327	""
UA000000105619081	1593284188791161	""
UA000000105619083	1593284189021530	""
UA000000105619096	1593284189813231	""
UA000000105619102	1593284190493594	""
UA000000105619115	1593284192301575	""
UA000000105619116	1593284192522763	""
UA000000105619123	1593284193355478	phillipssharon@hotmail.com
UA000000105619129	1593284193932313	""
UA000000105619131	1593284194017320	""
UA000000105619132	1593284194114327	""
UA000000105619155	1593284197015965	""
UA000000105619165	1593284199076767	""
UA000000105619172	1593284199832941	""
UA000000105619174	1593284200052545	""
UA000000105619183	1593284201251857	""
UA000000105619194	1593284202314181	""
UA000000105619199	1593284202644900	""
UA000000105619202	1593284202894981	jmorris@gmail.com
UA000000105619218	1593284204298980	""
UA000000105619225	1593284205014862	""
UA000000105619230	1593284205902172	""
UA000000105619234	1593284206403059	""
UA000000105619240	1593284207098054	""
UA000000105619247	1593284208091237	nlowe@stevens-archer.com
UA000000105619254	1593284208839571	""
UA000000105619257	1593284209460619	""
UA000000105619268	1593284210863026	""
UA000000105619276	1593284212067941	""
UA000000105619277	1593284212113008	""
UA000000105619287	1593284213586494	jesse92@murphy.com
UA000000105619295	1593284215028254	""
UA000000105619296	1593284215378321	""
UA000000105619299	1593284215486523	prodriguez9@yahoo.com
UA000000105619318	1593284218464387	""
UA000000105619321	1593284219194981	""
UA000000105619338	1593284222804776	""
UA000000105619340	1593284223229643	""
UA000000105619342	1593284223804079	frostryan@hotmail.com
UA000000105619346	1593284224178817	bradley70@stokes-chapman.com
UA000000105619351	1593284224778987	millerbrian@moran.net
UA000000105619356	1593284226078754	""
UA000000105619358	1593284226210461	""
UA000000105619365	1593284227327059	""
UA000000105619377	1593284228840232	""
UA000000105619391	1593284230435648	""
UA000000105619400	1593284232268108	david15@cardenas.net
UA000000105619402	1593284233085070	""
UA000000105619406	1593284233542391	cruzeric22@gmail.com
UA000000105619410	1593284233829994	carriejohnson@graham-coleman.info
UA000000105619414	1593284234232212	""
UA000000105619419	1593284235158845	""
UA000000105619442	1593284237925876	yvonnesmith@austin.net
UA000000105619448	1593284239132401	rabbott@rice.com
UA000000105619458	1593284240853534	evan58@hotmail.com
UA000000105619482	1593284244463716	""
UA000000105619497	1593284247092385	tamara18@bell.info
UA000000105619509	1593284248657177	elizabeth5038@gmail.com
UA000000105619514	1593284248805784	""
UA000000105619520	1593284249208429	""
UA000000105619521	1593284249275977	""
UA000000105619525	1593284249541560	""
UA000000105619535	1593284250858664	""
UA000000105619542	1593284252393758	""
UA000000105619594	1593284261916340	""
UA000000105619595	1593284261976474	""
UA000000105619603	1593284262960030	""
UA000000105619635	1593284266952892	""
UA000000105619653	1593284269271509	""
UA000000105619656	1593284269555453	""
UA000000105619664	1593284270519248	""
UA000000105619670	1593284271253306	""
UA000000105619673	1593284271373236	""
UA000000105619675	1593284271555674	""
UA000000105619683	1593284272724423	""
UA000000105619685	1593284273001609	""
UA000000105619690	1593284273933866	""
UA000000105619693	1593284274193486	ewingdavid@yahoo.com
UA000000105619696	1593284274566361	""
UA000000105619698	1593284275063703	benjaminthompson@hotmail.com
UA000000105619701	1593284275312517	tguerra@gmail.com
UA000000105619708	1593284276058898	""
UA000000105619733	1593284279914695	""
UA000000105619735	1593284280525182	""
UA000000105619749	1593284282674441	""
UA000000105619769	1593284285479262	""
UA000000105619772	1593284285807522	""
UA000000105619781	1593284286473955	""
UA000000105619784	1593284286671236	""
UA000000105619798	1593284289117210	""
UA000000105619809	1593284290016624	jdouglas@owen.com
UA000000105619811	1593284290552455	""
UA000000105619816	1593284290786101	""
UA000000105619822	1593284291676729	""
UA000000105619832	1593284292902876	""
UA000000105619847	1593284294653130	""
UA000000105619850	1593284295075644	stanley21@yahoo.com
UA000000105619851	1593284295299639	""
UA000000105619852	1593284295354201	""
UA000000105619903	1593284303690659	""
UA000000105619909	1593284304429704	tammy28@gmail.com
UA000000105619910	1593284304475701	""
UA000000105619914	1593284304777614	""
UA000000105619921	1593284306356768	""
UA000000105619927	1593284306890939	""
UA000000105619940	1593284308603081	""
UA000000105619949	1593284309573059	""
UA000000105619954	1593284310065630	smithalicia@higgins.com
UA000000105619968	1593284312031582	""
UA000000105619973	1593284312834258	""
UA000000105619974	1593284312935511	""
UA000000105619977	1593284313163728	""
UA000000105619980	1593284313617394	david2189@yahoo.com
UA000000105619981	1593284313747425	""
UA000000105619983	1593284313985235	""
UA000000105619986	1593284314440165	""
UA000000105619992	1593284314767597	gardnerelizabeth@peterson-curtis.com
UA000000105620000	1593284315398223	""
UA000000105620001	1593284315476932	""
UA000000105620003	1593284315812451	""
UA000000105620010	1593284318063444	""
UA000000105620015	1593284318314423	""
UA000000105620018	1593284318723089	""
UA000000105620020	1593284318785980	""
UA000000105620033	1593284321084624	""
UA000000105620037	1593284321576789	""
UA000000105620058	1593284323479096	""
UA000000105620062	1593284324148890	""
UA000000105620070	1593284324675294	""
UA000000105620086	1593284327089012	""
UA000000105620092	1593284327899359	""
UA000000105620098	1593284328582005	""
UA000000105620105	1593284329492264	""
UA000000105620121	1593284331745384	""
UA000000105620138	1593284335174029	""
UA000000105620153	1593284337210268	""
UA000000105620158	1593284337997071	""
UA000000105620167	1593284339622932	xbuck@mitchell-richards.org
UA000000105620202	1593284345625528	""
UA000000105620245	1593284352458027	""
UA000000105620250	1593284353251758	""
UA000000105620254	1593284353945447	""
UA000000105620255	1593284353959720	shelbyevans@jackson-gonzalez.com
UA000000105620267	1593284355446967	""
UA000000105620270	1593284355907886	""
UA000000105620271	1593284356013649	""
UA000000105620273	1593284356220305	katelynjohnson@coffey.com
UA000000105620274	1593284356355998	kristymitchell@yahoo.com
UA000000105620277	1593284356784019	""
UA000000105620280	1593284357215648	""
UA000000105620281	1593284357296652	""
UA000000105620286	1593284358214444	""
UA000000105620307	1593284361005459	""
UA000000105620320	1593284361850189	""
UA000000105620321	1593284362001407	""
UA000000105620330	1593284364667218	""
UA000000105620336	1593284365168609	""
UA000000105620343	1593284366062911	""
UA000000105620346	1593284366461917	""
UA000000105620363	1593284368626765	""
UA000000105620371	1593284370023006	""
UA000000105620395	1593284373779851	""
UA000000105620403	1593284374525626	""
UA000000105620405	1593284375000885	""
UA000000105620407	1593284375461391	awallace@hotmail.com
UA000000105620412	1593284375902090	xcurry95@yahoo.com
UA000000105620416	1593284376466748	""
UA000000105620428	1593284378296807	""
UA000000105620432	1593284379164670	""
UA000000105620440	1593284380270127	rileyanthony@davenport.net
UA000000105620445	1593284380459720	""
UA000000105620467	1593284382785805	""
UA000000105620479	1593284384585364	""
UA000000105620482	1593284384834299	""
UA000000105620483	1593284384975047	""
UA000000105620484	1593284385000308	""
UA000000105620491	1593284386695657	""
UA000000105620496	1593284387864844	""
UA000000105620502	1593284388522778	""
UA000000105620504	1593284388794981	""
UA000000105620521	1593284391686491	""
UA000000105620543	1593284394552671	""
UA000000105620546	1593284394760330	lesterbradley@yahoo.com
UA000000105620552	1593284395984024	""
UA000000105620554	1593284396261432	""
UA000000105620556	1593284396678762	""
UA000000105620564	1593284397698871	""
UA000000105620567	1593284398100135	""
UA000000105620582	1593284399996296	""
UA000000105620593	1593284401970987	""
UA000000105620595	1593284402345206	""
UA000000105620606	1593284404488500	""
UA000000105620608	1593284404681329	""
UA000000105620616	1593284405298360	""
UA000000105620652	1593284410100438	""
UA000000105620661	1593284411330707	""
UA000000105620671	1593284412500667	mmartinez@hotmail.com
UA000000105620679	1593284413761854	""
UA000000105620700	1593284416152045	zwhite@jackson.com
UA000000105620702	1593284416306048	""
UA000000105620706	1593284417044940	""
UA000000105620708	1593284417478742	""
UA000000105620731	1593284421129680	""
UA000000105620736	1593284421852580	christopher8657@hotmail.com
UA000000105620751	1593284423937438	xcook@cameron.info
UA000000105620770	1593284425891838	""
UA000000105620773	1593284426219003	""
UA000000105620780	1593284426753688	""
UA000000105620785	1593284427225497	""
UA000000105620789	1593284427937314	""
UA000000105620790	1593284427939619	""
UA000000105620792	1593284428181248	""
UA000000105620814	1593284432600732	""
UA000000105620818	1593284433192333	brucehenderson@silva.net
UA000000105620821	1593284433692866	""
UA000000105620822	1593284433849731	""
UA000000105620823	1593284434100825	""
UA000000105620836	1593284435563409	""
UA000000105620854	1593284438357389	""
UA000000105620873	1593284442055650	esmith@jones.com
UA000000105620894	1593284443808121	theresabutler@williams.info
UA000000105620898	1593284444387637	""
UA000000105620904	1593284445448732	""
UA000000105620914	1593284446866112	""
UA000000105620930	1593284448841289	""
UA000000105620942	1593284450776359	""
UA000000105620944	1593284451098649	""
UA000000105620946	1593284451303700	""
UA000000105620960	1593284454055171	""
UA000000105620967	1593284454691995	""
UA000000105620981	1593284456934908	""
UA000000105621002	1593284460654011	""
UA000000105621012	1593284462683055	""
UA000000105621016	1593284462985042	""
UA000000105621022	1593284463948958	""
UA000000105621033	1593284465459029	""
UA000000105621068	1593284471413626	""
UA000000105621069	1593284471580349	""
UA000000105621072	1593284472305209	""
UA000000105621082	1593284473263878	amyshepherd@hotmail.com
UA000000105621088	1593284474172546	""
UA000000105621105	1593284476970400	""
UA000000105621112	1593284477514782	""
UA000000105621146	1593284481816329	""
UA000000105621156	1593284483071620	""
UA000000105621157	1593284483173152	""
UA000000105621169	1593284484477426	""
UA000000105621172	1593284484591486	""
UA000000105621179	1593284485716186	""
UA000000105621182	1593284485855903	""
UA000000105621201	1593284488056284	""
UA000000105621203	1593284488380535	halexander82@yahoo.com
UA000000105621217	1593284490022033	""
UA000000105621229	1593284491309470	""
UA000000105621243	1593284493501539	cindywade@gmail.com
UA000000105621246	1593284494230347	""
UA000000105621247	1593284494259750	""
UA000000105621258	1593284495254590	""
UA000000105621264	1593284496440117	""
UA000000105621270	1593284496765492	""
UA000000105621280	1593284498918215	""
UA000000105621284	1593284499248325	pstevens@gmail.com
UA000000105621300	1593284501135055	""
UA000000105621308	1593284502757816	""
UA000000105621324	1593284504913180	""
UA000000105621330	1593284506114764	""
UA000000105621337	1593284507178523	""
UA000000105621338	1593284507272391	""
UA000000105621339	1593284507312199	""
UA000000105621346	1593284508035132	""
UA000000105621350	1593284508676473	""
UA000000105621354	1593284509033997	karen77@long.com
UA000000105621358	1593284510285149	""
UA000000105621378	1593284511768534	""
UA000000105621381	1593284512030956	""
UA000000105621382	1593284512041228	""
UA000000105621385	1593284512168087	""
UA000000105621386	1593284512219995	""
UA000000105621390	1593284512886591	""
UA000000105621401	1593284514166620	""
UA000000105621420	1593284516150389	""
UA000000105621425	1593284517177049	""
UA000000105621432	1593284518286079	""
UA000000105621454	1593284523265067	""
UA000000105621458	1593284524199793	""
UA000000105621461	1593284524317916	""
UA000000105621476	1593284526169037	""
UA000000105621480	1593284526537488	""
UA000000105621486	1593284527205138	bjackson@gmail.com
UA000000105621493	1593284527716130	""
UA000000105621503	1593284529520365	""
UA000000105621512	1593284530336923	""
UA000000105621521	1593284531078095	patrick30@hill.com
UA000000105621522	1593284531244616	kthomas@fletcher.com
UA000000105621526	1593284531496972	""
UA000000105621541	1593284533493052	""
UA000000105621544	1593284533870964	""
UA000000105621545	1593284533897295	""
UA000000105621559	1593284535673496	leslielang@yahoo.com
UA000000105621561	1593284535727831	""
UA000000105621565	1593284536191320	""
UA000000105621574	1593284537335820	barrettashley@hotmail.com
UA000000105621581	1593284537741407	""
UA000000105621588	1593284538223921	""
UA000000105621593	1593284539605437	""
UA000000105621604	1593284540523319	""
UA000000105621616	1593284542715855	""
UA000000105621630	1593284543660014	""
UA000000105621634	1593284543943724	lisaknapp@yahoo.com
UA000000105621640	1593284544524158	""
UA000000105621643	1593284545018402	""
UA000000105621645	1593284545162395	""
UA000000105621656	1593284546297501	""
UA000000105621659	1593284546377648	""
UA000000105621700	1593284552075860	""
UA000000105621707	1593284553299549	carlosmartinez59@hotmail.com
UA000000105621717	1593284554843383	bridgetbolton@gmail.com
UA000000105621729	1593284556883837	""
UA000000105621730	1593284557100358	""
UA000000105621734	1593284557461570	""
UA000000105621748	1593284559876030	""
UA000000105621753	1593284560017195	""
UA000000105621756	1593284560177286	""
UA000000105621778	1593284562747096	""
UA000000105621779	1593284562823100	""
UA000000105621780	1593284562843525	""
UA000000105621802	1593284565728755	""
UA000000105621810	1593284567599467	""
UA000000105621812	1593284567763623	""
UA000000105621815	1593284568315186	""
UA000000105621820	1593284568651352	sgarrett13@hotmail.com
UA000000105621829	1593284569813457	""
UA000000105621836	1593284570886110	""
UA000000105621844	1593284571410118	nwilliams11@yahoo.com
UA000000105621858	1593284573561171	""
UA000000105621864	1593284574164969	""
UA000000105621865	1593284574368443	""
UA000000105621871	1593284575104502	""
UA000000105621877	1593284575952783	""
UA000000105621880	1593284576202210	""
UA000000105621886	1593284576737909	riverapatricia@hotmail.com
UA000000105621901	1593284578077014	""
UA000000105621919	1593284581140578	""
UA000000105621923	1593284581518274	""
UA000000105621928	1593284582290922	""
UA000000105621933	1593284582630152	""
UA000000105621939	1593284584036972	millerbrian@gmail.com
UA000000105621943	1593284584646308	""
UA000000105621958	1593284587009441	ohowell@garcia.com
UA000000105621981	1593284589597577	""
UA000000105621985	1593284590273262	""
UA000000105621990	1593284590828419	bakersamuel96@gmail.com
UA000000105621994	1593284591200583	""
UA000000105622000	1593284592012664	""
UA000000105622009	1593284594526441	""
UA000000105622012	1593284594966119	""
UA000000105622014	1593284595743416	""
UA000000105622018	1593284596558470	tim18@yahoo.com
UA000000105622027	1593284598309543	""
UA000000105622032	1593284599066652	""
UA000000105622035	1593284599289897	""
UA000000105622054	1593284601724029	""
UA000000105622064	1593284603043922	""
UA000000105622073	1593284603965169	""
UA000000105622085	1593284606806930	""
UA000000105622086	1593284607389184	""
UA000000105622091	1593284608007896	""
UA000000105622096	1593284608412787	""
UA000000105622098	1593284608756319	""
UA000000105622102	1593284609254086	""
UA000000105622114	1593284610267945	""
UA000000105622118	1593284610982865	""
UA000000105622122	1593284611372148	""
UA000000105622136	1593284613630811	""
UA000000105622143	1593284614925362	""
UA000000105622146	1593284615134844	""
UA000000105622147	1593284615333048	""
UA000000105622153	1593284615855519	""
UA000000105622159	1593284616554913	""
UA000000105622163	1593284617976818	joan93@hotmail.com
UA000000105622164	1593284618343410	robert0419@hotmail.com
UA000000105622165	1593284618419137	browncraig@hotmail.com
UA000000105622170	1593284619132539	""
UA000000105622172	1593284619492181	""
UA000000105622174	1593284619999405	""
UA000000105622199	1593284622829218	""
UA000000105622200	1593284622991827	qgraham79@hotmail.com
UA000000105622207	1593284623941060	""
UA000000105622236	1593284627950184	""
UA000000105622238	1593284628318736	""
UA000000105622248	1593284629665378	""
UA000000105622252	1593284629861174	""
UA000000105622255	1593284630348210	""
UA000000105622259	1593284630974840	mmiller@morales.com
UA000000105622271	1593284632271677	scowan@yahoo.com
UA000000105622274	1593284632793649	iperry@scott.com
UA000000105622299	1593284638034097	""
UA000000105622330	1593284643181372	""
UA000000105622352	1593284645222087	""
UA000000105622379	1593284649214461	""
UA000000105622381	1593284649665103	""
UA000000105622387	1593284650521824	""
UA000000105622400	1593284652767352	""
UA000000105622414	1593284654717825	""
UA000000105622423	1593284655971340	""
UA000000105622432	1593284656836171	""
UA000000105622437	1593284657421432	""
UA000000105622449	1593284659335837	""
UA000000105622467	1593284662177686	""
UA000000105622505	1593284666958544	zacharyjohnson@jordan.com
UA000000105622510	1593284667090976	""
UA000000105622515	1593284667557626	lisa0429@yahoo.com
UA000000105622517	1593284668325597	kjohnson51@martin.com
UA000000105622520	1593284668578740	""
UA000000105622525	1593284669001328	""
UA000000105622531	1593284669567796	""
UA000000105622572	1593284677240923	""
UA000000105622575	1593284677267126	""
UA000000105622598	1593284680117417	""
UA000000105622602	1593284680520315	""
UA000000105622605	1593284681011155	hbaxter19@yahoo.com
UA000000105622607	1593284681362775	""
UA000000105622611	1593284681575952	""
UA000000105622612	1593284681578454	""
UA000000105622638	1593284684778246	""
UA000000105622672	1593284689145151	""
UA000000105622677	1593284690932093	""
UA000000105622691	1593284692267903	hlambert@ortega.com
UA000000105622696	1593284692524981	""
UA000000105622701	1593284693535555	""
UA000000105622704	1593284694193611	""
UA000000105622720	1593284695960733	""
UA000000105622726	1593284696455353	""
UA000000105622727	1593284696525970	""
UA000000105622728	1593284696609149	shane51@lindsey.com
UA000000105622733	1593284697160264	""
UA000000105622747	1593284698549155	""
UA000000105622756	1593284699074682	""
UA000000105622761	1593284699382422	""
UA000000105622763	1593284699512537	""
UA000000105622775	1593284701527406	""
UA000000105622779	1593284701749619	""
UA000000105622782	1593284702049898	""
UA000000105622783	1593284702271214	""
UA000000105622784	1593284702284391	""
UA000000105622788	1593284702718429	""
UA000000105622795	1593284703592475	""
UA000000105622801	1593284704498061	""
UA000000105622817	1593284707061645	""
UA000000105622830	1593284708927485	""
UA000000105622831	1593284709045114	""
UA000000105622838	1593284710044931	""
UA000000105622840	1593284710243843	bphillips54@hotmail.com
UA000000105622859	1593284713375175	""
UA000000105622863	1593284714019958	""
UA000000105622879	1593284715800350	""
UA000000105622880	1593284715808591	""
UA000000105622894	1593284717379610	""
UA000000105622898	1593284718806958	""
UA000000105622918	1593284720995697	""
UA000000105622919	1593284721075311	""
UA000000105622931	1593284722314886	""
UA000000105622936	1593284723226955	kimberly58@yahoo.com
UA000000105622939	1593284723497850	""
UA000000105622942	1593284723625069	""
UA000000105622947	1593284724507184	""
UA000000105622969	1593284726828097	""
UA000000105622974	1593284727510748	""
UA000000105622975	1593284727522629	""
UA000000105622978	1593284728157154	""
UA000000105622991	1593284729576715	""
UA000000105622997	1593284729956745	""
UA000000105622999	1593284730536840	""
UA000000105623002	1593284731323965	""
UA000000105623006	1593284732020657	""
UA000000105623016	1593284733081733	""
UA000000105623027	1593284734551776	""
UA000000105623038	1593284735804125	""
UA000000105623042	1593284736310717	""
UA000000105623049	1593284737450153	""
UA000000105623055	1593284737942391	ysmith@lopez-russell.com
UA000000105623059	1593284737987648	""
UA000000105623064	1593284738903160	""
UA000000105623069	1593284739088354	""
UA000000105623077	1593284740329747	""
UA000000105623092	1593284742394620	""
UA000000105623095	1593284742968457	""
UA000000105623106	1593284744520211	""
UA000000105623117	1593284745652585	""
UA000000105623118	1593284745662740	""
UA000000105623141	1593284748991713	""
UA000000105623146	1593284749394568	""
UA000000105623152	1593284750318791	""
UA000000105623156	1593284750748101	""
UA000000105623162	1593284751505820	""
UA000000105623163	1593284751769995	""
UA000000105623170	1593284752995824	""
UA000000105623176	1593284753884873	""
UA000000105623204	1593284758335360	""
UA000000105623206	1593284758375592	""
